source_id	title	year	authors	doi	citation_key	zotero_item_key	attachment_keys	candidate_families	catalogue_class	screening_disposition	reason
zotero:RCALVVTH	Short-Circuit Study in Networks with Multiple Transformers Outside the Central Site in the SPLITS Computation Module	2017-00-00 2017	Nathalie Dawalibi			RCALVVTH	YBMQWQUZ;ZGUCQ6UD	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an application outside the indexed formula families; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:IUZ4VQSE	Stranded wire with uninsulated strands as a low-cost alternative to litz wire	2003-00-00 2003	Xu Tang; C.R. Sullivan	10.1109/PESC.2003.1218308		IUZ4VQSE	ZGQG2JCS	internal-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:ZB827HBC	Study of the method of geometric mean distances used in inductance calculations		Harold Lockwood Seneff			ZB827HBC	V3NX2W38	internal-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:ILTSN27Z	Techniques and Computer Codes for Rational Modelling of Frequency‐Dependent Components and Subnetworks	2015-01-09 2015-01-09	Juan A. Martinez‐Velasco; Bjørn Gustavsen	10.1002/9781118694190.oth1		ILTSN27Z	TS3UVT6H	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:F2HG9ZMI	Text09					F2HG9ZMI	F2HG9ZMI	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:342DKWA4	The New Cross-Section Module	2013-00-00 2013	Eric Dawalibi; Luis Valcárcel; Christian Voyer; Martin Deslongchamps; Yexu Li; Simon Fortin; Farid Dawalibi			342DKWA4	VYT9ZCXF;ZD835UC2	internal-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:BAMYK7CW	Time-Domain Analysis of Surge Impedance Formulations based on Cylindrical Representation of 200 meters Tall Transmission Towers		E C M Costa; L F N Lourenço; C E M Pereira; M B Perotoni; J R Cardoso; C A F Sartori			BAMYK7CW	S26X8E9F	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a transient, fault, lightning, or harmonic-system calculation; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:HYNZ7SYU	Transformer Modeling In HIFREQ for Fault Current Distribution Computations					HYNZ7SYU	HYNZ7SYU	internal-impedance	library-sweep:2026-09-05	duplicate	The normalized title matches screened ledger row zotero:53KKN7B6; this alternate Zotero item or attachment is not counted again.
zotero:6CSGPCS4	Transient Overvoltages and Overcurrents During Line Fault Tests on the Hokkaido-Honshu HVDC Link	1982-08-00 08/1982	Saburo Sasaki; Shigeru Handa; Hisashi Ooi	10.1109/TPAS.1982.317650		6CSGPCS4	JSK5CLBQ	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a transient, fault, lightning, or harmonic-system calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:8RHE8NRN	Verification and Computation of Conductor Electrical Properties in the Context of Incomplete Datasheets	2017-00-00 2017	Nathalie Dawalibi			8RHE8NRN	9VQSFL4D;A3KG6BCK	internal-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a line or cable application; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:A79YYIE6	YR2 - 31 Proc Development of DC Deep Water Submarine Cable_G					A79YYIE6	A79YYIE6	internal-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a line or cable application; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:82L6M6FV	YR3 - 21 Proc _Bodur					82L6M6FV	82L6M6FV	internal-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:PPIGS399	25 IMPORTANT CONSIDERATIONS ON PIPELINE TRANSIENT INDUCTIVE INTERFERENCE ANALYSIS USING SESTRANSIENT AND CIRCUIT-BASED SOFTWARE PACKAGES	2021-00-00 2021	Farid P Dawalibi; Yexu Li; Mohammad Shafieipour; Tony Auditore; Willie Otto			PPIGS399	DCP2B7JE;QZGV9Q6J	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:LIYX3E2M	Analysis and Mitigation for Pipeline Safety and Integrity near Electrical Power Systems		Farid Paul			LIYX3E2M	5SKJNWND;S6UARJUY	internal-impedance;external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:S4A77QFR	Analysis of Current Density in Soil for Resistivity Measurements and Electrical Grounding Designs	2017-00-00 2017	Jie Liu	10.11648/j.jeee.20170505.17		S4A77QFR	HJQ4CPPJ;ZYZPTCIX	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:G2KQ7TYT	Analysis of Transient Behavior of Mixed High Voltage DC Transmission Line Under Lightning Strikes	2019-00-00 2019	Mansoor Asif; Ho-Yun Lee; Umer Amir Khan; Kyu-Hoon Park; Bang Wook Lee	10.1109/ACCESS.2018.2889828		G2KQ7TYT	WSJ9D7J4		library-sweep:2026-09-05	out-of-scope	The title and available text concern a transient, fault, lightning, or harmonic-system calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:VXG5IVYX	Cable Penetration Degree in High Voltage Networks		V Bhardwaj; R Lundholm; H Ergun; W Leterme; H Bardideh; D Van; A Machl; K Reich; M Bailleul; KU Leuven			VXG5IVYX	MUBCD7MR		library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a line or cable application; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:QW43GL39	Cable Surge Arrester Operation Due to Transient Overvoltages Under DC-Side Faults in the MMC–HVDC Link	2016-06-00 6/2016	Firouz Badrkhani Ajaei; Reza Iravani	10.1109/TPWRD.2015.2477493		QW43GL39	VWD5AY6I		library-sweep:2026-09-05	out-of-scope	The title and available text concern a transient, fault, lightning, or harmonic-system calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:MXEB6IHN	Computation of Electromagnetic Fields Induced by Electric Power Lines and Residential Electrical Wiring		F P Dawalibi			MXEB6IHN	HSIY9XK7	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a field or modal-propagation calculation; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:LAD55TWU	Effect of Site Improvement on the Performance of Substation Grounding Systems		Jinxi Ma; Farid P Dawalibi			LAD55TWU	SE26YMV4;Y2UUYM9R	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:ARATGDSX	Effective Sounding Depths for HVDC Grounding Electrode Design: Wenner versus Schlumberger Methods	2005-00-00 2005	W. Ruan; R.D. Southey; S. Fortin; F.P. Dawalibi	10.1109/TDC.2005.1546885		ARATGDSX	KNE9FGWA	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:JQ87GTBM	Effects of Current Unbalance and Transmission Line Configuration on the Interference Levels Induced on Nearby Pipelines		Y Li; F P Dawalibi			JQ87GTBM	8HF3V9UK	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:2YVDAIQY	Effects of Ground Plates Used in Power System Grounding MA, Jinxi DAWALIBI, Farid Paul					2YVDAIQY	RMCBM7EP	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:ZA4BQUZM	Enhancing fault location on transmission lines by combining traveling wave-based functions available in real devices	2024-04-08 2024-04-08	Felipe V. Lopes; Amauri M. Britto; Raphael L. A. Reis; Kleber M. Silva; Eduardo P. Ribeiro; Caio M. Moraes; Marco A. M. Rodrigues; Rodrigo L. Agostinho	10.1049/icp.2024.0992		ZA4BQUZM	SCN3MKLV		library-sweep:2026-09-05	out-of-scope	The title and available text concern a transient, fault, lightning, or harmonic-system calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:WSI9R3RP	Evaluation of Step Voltages on Horses at the Curragh Race Course	2017-00-00 2017	Nathalie Dawalibi			WSI9R3RP	9M5DHC8Q;CWWCXAB3	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:KUQH8T3S	Evaluation of Traveling Wave-Based Fault Location Methods Applied to HVDC Systems		P C Fernandes			KUQH8T3S	BIXX4N8C		library-sweep:2026-09-05	out-of-scope	The title and available text concern a transient, fault, lightning, or harmonic-system calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:SMY9KBXI	Gas insulated substation grounding system design using the electromagnetic field method	2012-09-00 09/2012	Jie Liu; Farid P. Dawalibi; Brian F. Majerowicz	10.1109/CICED.2012.6508717		SMY9KBXI	GLKKG8UR;Z2ASWXHG	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:GZCXJDA7	Increasing Computation Speed in MALT and MALZ Using the Discrete Complex Image Method	2017-00-00 2017	Nathalie Dawalibi			GZCXJDA7	EN877JW5;ESHH55FD	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:KS8GS7AL	Induced disturbances by high voltage transmission lines on nearby stationary vehicles	2016-07-00 7/2016	S. Ladan; A. Aghabarati; R. Moini; S. Fortin; F. P. Dawalibi	10.1109/ISEMC.2016.7571662		KS8GS7AL	HNBMWLFN;JGF6FNDF	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a line or cable application; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:G3KTYHI6	Modal transformation applied to transients in double three-phase transmission lines	2001-00-00 2001	A.J. Prado; J. Pissolato Filho; M.C. Tavares; C.M. Portela	10.1109/PESS.2001.970342		G3KTYHI6	H7Q872V5		library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a transient, fault, lightning, or harmonic-system calculation; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:9Z9RQU2J	On the Use of Electromagnetic Time Reversal Theory to Locate Lightning Strikes Along Overhead Transmission Lines		Moein Nazari; Rouzbeh Moini; Simon Fortin; Farid P Dawalibi			9Z9RQU2J	5QQC9G5J;9LC96LQX	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a transient, fault, lightning, or harmonic-system calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:T56JT9FK	PARAMETRIC ANALYSIS ON GROUND LEVEL SAFETY NEAR STEEL POLES UNDER FAULT CONDITIONS		Y Li; J Ma; F P Dawalibi			T56JT9FK	PFEHI26J	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a transient, fault, lightning, or harmonic-system calculation; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:V82Z7LA6	Practical and Realistic Considerations of Fault Current Analysis in Power System Grounding Design		Yexu Li			V82Z7LA6	9NLMRQMW;JE66CJCU		library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:8798SXPK	Rapid calculation of eddy current field Green's function using the matrix pencil method	2009-03-00 3/2009	Lingling Xing	10.1016/j.ndteint.2008.05.005		8798SXPK	4IWWQDXZ	internal-impedance;external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:UUNE6I83	Shallow Surface Soil Modeling Associated with Local and Seasonal Resistivity Variations		F P Dawalibi; S Tee; N Mitskevitch; J Ma			UUNE6I83	SIEXBDQX	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:CQH3WUCW	Single-Pole Autoreclosure in uncompensated EHV AC mixed overhead-cable lines: A parametric time-domain analysis	2022-09-00 09/2022	F.M. Gatta; A. Geri; M. Graziani; S. Lauria; M. Maccioni	10.1016/j.epsr.2022.108055		CQH3WUCW	W8ZRQUQ3		library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a line or cable application; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:M35YHKFT	The complex image method and its application in numerical simulation of substation grounding grids	1999-11-00 11/1999	Liping Zhang; Jiansheng Yuan; Zhongxi Li	10.1002/(SICI)1099-0887(199911)15:11<835::AID-CNM298>3.0.CO;2-I		M35YHKFT	EEGCQVS6	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:WWR9F3DW	The ‘Perfect’ Soil Model in HIFREQ	2018-00-00 2018	Rachid El Hani; Simon Fortin			WWR9F3DW	84XUYTBT;Q2HX28WN	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:JMW8UKJU	UNLOCKING DATA CENTRE HOSTING CAPACITY AND FLEXIBILITY THROUGH DYNAMIC CABLE RATING	2026-00-00 2026	Mohamed Numair; Ahmed M ElKholy; Amauri G Martins-Britto; Dirk Van Hertem; Marta Vanin			JMW8UKJU	PLWL58PW;XUDXCR3G		library-sweep:2026-09-05	out-of-scope	The title and available text concern a thermal, loss, or ampacity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:NUHW6HKP	UNLOCKING HOSTING CAPACITY THROUGH DYNAMIC CABLE RATING: A DATA CENTER CASE STUDY	2026-00-00 2026	Mohamed Numair; Ahmed M ElKholy; Amauri G Martins-Britto; Dirk Van Hertem; Marta Vanin			NUHW6HKP	JZQGQ652		library-sweep:2026-09-05	out-of-scope	The title and available text concern a thermal, loss, or ampacity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:H27MTTR4	Very long EHV cables and mixed overhead-cable lines. Steady-state operation	2005-06-00 06/2005	F. M. Gatta; S. Lauria	10.1109/PTC.2005.4524476		H27MTTR4	TFHLFYE8		library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a line or cable application; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:X2HEVTJC	A formula for resistance of substation grounding grid in two-layer soil	1995-07-00 7/1995	M.M.A. Salama; M.M.E. Sherbiny; Y.L. Chow	10.1109/61.400904		X2HEVTJC	AKVFIN87	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:XYRJG67P	A Marching-on-in-Time Method of Moments for Computation of Transient Potential Rise of Grounding Grids Exposed to Lightning Strikes	2023-10-00 10/2023	Mohamad Reza Alemi; Seyed Hossein Hesamedin Sadeghi; Hossein Askarian-Abyaneh	10.1109/TEMC.2023.3300751		XYRJG67P	JHG45BQ4	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:NXKSWKCI	A new methodology of cranes modeling for ITER grounding safety assessment	2014-09-00 9/2014	F. Grange; T. Gourdan; P. Blasquez; D. Leschi; F. P. Dawalibi	10.1109/EMCEurope.2014.6931033		NXKSWKCI	3D962ZQQ;Y34CBKBT	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:KNDAYF55	A_moment_method_solution_for_TM_sub_z__and_TE_sub_z__waves_illuminating_two-dimensional_objects_above_a_lossy_half_space					KNDAYF55	KNDAYF55	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:LQC4B5VL	Adaptive soil model for real‐time thermal rating of underground power cables	2015-09-00 09/2015	Marc Diaz‐Aguiló; Francisco De León	10.1049/iet-smt.2014.0269		LQC4B5VL	CAU6MVRP	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a thermal, loss, or ampacity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:Q3CLR22N	Advances in Right-of-Way	2019-00-00 2019	Yexu Li			Q3CLR22N	DNM53LYK;SEGZBH9B	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an interference, coupling, or induced-voltage calculation; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:EUZLSF4N	Calculation of Maximum Permissible Load of Underground Power Cables–Numerical Approach for Systems with Stabilized Backfill	2024-10-11 2024-10-11	Seweryn Szultka; Stanislaw Czapp; Adam Tomaszewski; Hanan Tariq	10.3390/app14209233		EUZLSF4N	5ZI6A9GS	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a line or cable application; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:F7YR77C8	Case Study Transmission Line Pole Top Switch Structure Grounding	2019-00-00 2019	Christopher Crance			F7YR77C8	7XGU4QBK;YL3WUCF5	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:H4Q8GHYG	Chapter14_UGM2006					H4Q8GHYG	H4Q8GHYG	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:HZCN5JXW	Comparison of Approaches (SESTLC, ROW & HIFREQ) for AC Interference Studies					HZCN5JXW	HZCN5JXW	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:WGCUWEYN	Effectiveness of the Industry Standard Peninsula Technique for Grounding the Neutrals of Shunt Capacitors in High Voltage Substations	2006-00-00 2006	Farid. Dawalibi; Sharon Tee; Simon Fortin; Nathalie Grignon	10.1109/PSCE.2006.296233		WGCUWEYN	X9M2HWFK	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:C9YAIS7D	Effects of Distribution System and Metallic Infrastructure on the Electromagnetic Field Level Surrounding Power Lines LI, Yexu and DAWALIBI, Farid Paul					C9YAIS7D	W8PCBTL7	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a field or modal-propagation calculation; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:JIDVXWX4	EFFECTS OF POWER LINE PHASE TRANSPOSITIONS ON INDUCED AC VOLTAGES TO NEARBY PIPELINE RAILWAY UTILITIES		Y Li; F P Dawalibi; J Ma; R Southey			JIDVXWX4	DMSLVXGM	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:742IRT95	EPSR-D-26-06383_reviewer					742IRT95	742IRT95	external-impedance	library-sweep:2026-09-05	duplicate	No independent publication or formula is associated with this attachment or container row.
zotero:6ETAQEJS	Grounding analysis of a gas meter station connected to a nearby power plant through pipelines	2000-00-00 2000	J. Ma; R.D. Southey; F.P. Dawaiibi; Y. Li	10.1109/IAS.2000.882622		6ETAQEJS	WSFT7TMD	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:S33MUV9M	Grounding System Design Challenges for Small Distributing Stations in Urban Los Angeles	2017-00-00 2017	Nathalie Dawalibi			S33MUV9M	IUTBIDXS;T3Q3GYA9	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:DJ4Z3FHB	Impact of Considering Surger Arresters to Reduce Lightning Induced Voltage: emphasis on the the Grounding Modeling	2022-00-00 2022	Ícaro Augusto Nobre; Jaimis S L Colqui; Daniele Mestriner; Renato Procopio; Massimo Brignone; Rodolfo A R Moura; Marco A O Schroeder; Úrsula C Resende; José Pissolato Filho			DJ4Z3FHB	QAAU6NT6	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:DWWLAAM9	Impact of transmission line modeling aspects on TW-Based fault location studies	2021-07-00 07/2021	L.M.A. Ribeiro; G.A. Cunha; A.G. Martins-Britto; E.P.A. Ribeiro; F.V. Lopes	10.1016/j.epsr.2021.107204		DWWLAAM9	CLU9PCRI	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a transient, fault, lightning, or harmonic-system calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:MRSJU44F	Lightning Overvoltages Incoming to a Substation: Analysis with Emphasis on the Lemp Impact	2024-00-00 2024	Akifumi Yamanaka; Kazuyuki Ishimoto; Akiyoshi Tatematsu	10.2139/ssrn.5071723		MRSJU44F	8LPAH34J	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a transient, fault, lightning, or harmonic-system calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:I5AF8QRH	Modeling of Lightning Channel using HIFREQ and FFTSES	2016-00-00 2016	Octavio Ramos			I5AF8QRH	U9K69I3M;WMLN3RSH	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a transient, fault, lightning, or harmonic-system calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:9WE4Z32R	Modeling Techniques for Analyzing Electromagnetic Interference Caused by High Voltage Power Lines to Neighboring Communication Cables	2006-08-00 08/2006	J. Liu; F. Dawalibi; J. Ma; N. Mitskevitch	10.1109/CEEM.2006.257944		9WE4Z32R	YABKV9BP	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:4LKTMMEA	Multi-Region Soil in HIFREQ	2018-00-00 2018	Maxime Daigle; Simon Fortin			4LKTMMEA	QK9LBEPJ;XUTXNABN	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:Q38CIQUN	Non-Homogeneous Media and Ionization Phenomenon Representation in Transient Studies: A TLM Model		Alex B Tronchoni; Daniel Gazzana; Arturo S Bretas			Q38CIQUN	6EMPMVNB	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a transient, fault, lightning, or harmonic-system calculation; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:Y25VWBLP	On the Mechanisms of Electromagnetic Interference between Electrical Power Systems and Neighboring Pipelines					Y25VWBLP	Y25VWBLP	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:MIPRDQGW	On the Performance of Grounding, Bonding, and Shielding Systems for Direct and Indirect Lightning Strikes	2020-02-00 2/2020	Moein Nazari; Rouzbeh Moini; Simon Fortin; Farid P. Dawalibi	10.1109/TEMC.2018.2885965		MIPRDQGW	6J9WI5DC;WUVTSFKA	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:VRQ2H4C5	Overview of a Typical Interference Study					VRQ2H4C5	VRQ2H4C5	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:SD68WL2T	Progress on Implementing Simplified Multi-Region Soil Models in MALZ	2015-00-00 2015	Nathalie Dawalibi			SD68WL2T	KD9WYZWU;P2B4SWEH	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:DFWQGZ47	SES S06 - 0646-0655 - Paper NACE CORROSION 2007 INTERNATIONAL CONFERENCE & EXPO Recent Advances in the Modeling and Mitigation of AC Interference in Pipelines					DFWQGZ47	DFWQGZ47	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:A65SS7NZ	SESAutoGroundDesign: A New Automatic Ground Design Application	2021-00-00 2021	Eric Dawalibi; Albert Vishnevsky; Jie Liu; Yanmei Jiang; Maryam Golshayan; Luis Valcárcel			A65SS7NZ	96JNNI6H;9PD7NVC8	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:3WBJ64Z4	The New Transformer Data Editor	2019-00-00 2019	Baki Cetindag; Farid P Dawalibi; Simon Fortin; Alexandre Mailhot; Luis Valcárcel			3WBJ64Z4	7IMPCW3K;IWKD8I6L	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an application outside the indexed formula families; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:5LRA6KN9	Trans2009_CapacitorBankGroundingFinal					5LRA6KN9	5LRA6KN9	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:GHW2SV6D	Transient behaviour of non-conventional multi-circuit power lines with different voltages levels at the same tower		Jhair S Acosta; Maria C Tavares			GHW2SV6D	GFT56AZJ	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a transient, fault, lightning, or harmonic-system calculation; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:U429S9FC	Transient Characterization of Lightning Strikes on Offshore 2 Wind Turbine Grounding Devices 3		Haoyu Liu; Zhibo Yang; Hongdan Zhao; Keyu Yue			U429S9FC	YQJKVNHX	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
